category,seed,shot,sample_id,image_index,proposal_quantile,component_index,area_cells,a1_mean,a1_max,a1_p90,text_trimmed_mean,text_p90,text_consistency,shuf_text_trimmed_mean,shuf_text_p90,shuf_text_consistency,label,intersection_cells,overlap_fraction,iou,rot180_text_p90,halfroll_text_p90
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,0,27,0.7589159607887268,0.9617648720741272,0.9206599116325379,0.24933103050874628,0.47386879324913034,0.07407407407407407,0.35668211721855664,0.5413156986236574,0.18518518518518517,0,0,0.0,0.0,0.5521716237068176,0.25456613302230835
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,1,28,0.807117760181427,1.0,0.9601484417915345,0.13762029275919,0.20907597839832306,0.03571428571428571,0.4510493191579978,0.7077443957328797,0.2857142857142857,0,0,0.0,0.0,0.5415338516235352,0.12067499309778214
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,2,44,0.8234630823135376,1.0,1.0,0.37726441563831437,0.7952353775501252,0.3409090909090909,0.3367398873799377,0.4768609493970871,0.045454545454545456,0,0,0.0,0.0,0.34612901210784935,0.17438793778419506
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,3,66,0.8397473692893982,1.0,1.0,0.2400505244731903,0.5973759293556213,0.21212121212121213,0.25926405691576226,0.49044613540172577,0.09090909090909091,0,0,0.0,0.0,0.2383110150694847,0.4443037360906601
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,4,9,0.8058706521987915,0.9788386821746826,0.9242694854736329,0.03342989718334542,0.11052488684654237,0.0,0.1098799713783794,0.1443493992090225,0.0,0,0,0.0,0.0,0.3772713363170624,0.5271034717559815
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,5,20,0.9001234173774719,1.0,1.0,0.2948026368394494,0.38535540699958803,0.0,0.1520196432247758,0.24798900634050372,0.0,0,0,0.0,0.0,0.20126716792583468,0.723047286272049
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,6,33,0.7776820063591003,0.9652342796325684,0.9130909681320191,0.35769474782325605,0.6762535452842713,0.2727272727272727,0.7012563116020627,0.9485465049743652,0.7878787878787878,0,0,0.0,0.0,0.4648694097995758,0.35589773654937745
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,7,8,0.7349278926849365,0.8136052489280701,0.8003505647182465,0.06839642697013915,0.1307694777846336,0.0,0.16986170690506697,0.28457215130329133,0.0,0,0,0.0,0.0,0.32332831323146816,0.5822969198226928
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,8,5,0.7003660202026367,0.7555610537528992,0.7521174788475037,0.02148812860250473,0.05271616876125336,0.0,0.11674784719944001,0.1681265652179718,0.0,0,0,0.0,0.0,0.5101327061653137,0.37318857908248904
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,9,44,0.7710956335067749,0.9786688089370728,0.901041454076767,0.4543796372082498,0.7335872948169708,0.3409090909090909,0.5160290425022444,0.7500651061534882,0.5,0,0,0.0,0.0,0.4672920584678651,0.24120368510484697
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,10,5,0.6549132466316223,0.7004671692848206,0.6891848921775818,0.3974701285362244,0.4870377600193024,0.0,0.7400957345962524,0.9740488052368164,0.8,0,0,0.0,0.0,0.2190695136785507,0.5425764441490173
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,11,4,0.7380219101905823,0.8925836086273193,0.8590760052204133,0.16795551218092442,0.2095002770423889,0.0,0.23226859606802464,0.32273064851760863,0.0,0,0,0.0,0.0,0.5567292928695678,0.18626658618450165
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,0,13,0.9188642501831055,1.0,0.9832430124282837,0.12588350610299545,0.19416713118553164,0.0,0.45700537345626135,0.6560463428497315,0.3076923076923077,0,0,0.0,0.0,0.5454651355743408,0.13722280859947206
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,1,10,0.9629585146903992,1.0,1.0,0.732432097196579,1.0,1.0,0.28235950879752636,0.35131496489048003,0.0,0,0,0.0,0.0,0.29668449759483334,0.1073026105761528
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,2,17,0.9106113910675049,1.0,1.0,0.39552723069985707,0.736454176902771,0.4117647058823529,0.3319696585337321,0.5064719915390015,0.11764705882352941,0,0,0.0,0.0,0.18825576901435853,0.221117240190506
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,3,11,0.8516385555267334,0.9617648720741272,0.9340251088142395,0.18640058984359106,0.3121241331100464,0.0,0.39145051605171627,0.617865264415741,0.36363636363636365,0,0,0.0,0.0,0.6681370139122009,0.2514451742172241
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,4,24,0.9242730140686035,1.0,1.0,0.19508500974625348,0.5454062461853026,0.16666666666666666,0.19509447133168578,0.36960003674030306,0.0,0,0,0.0,0.0,0.2583191454410553,0.5045596361160278
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,5,14,0.930271565914154,1.0,1.0,0.22573199992378554,0.3070480763912201,0.0,0.3570151800910632,0.534998181462288,0.14285714285714285,0,0,0.0,0.0,0.0985103614628315,0.1689156815409661
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,6,16,0.953812837600708,1.0,1.0,0.277136114026819,0.3780505210161209,0.0,0.13897125742265157,0.2421194538474083,0.0,0,0,0.0,0.0,0.20418447256088257,0.7360712587833405
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,7,6,0.8550664782524109,0.9788386821746826,0.9447329342365265,0.01942415116354823,0.055568207055330276,0.0,0.11225788295269012,0.1386156976222992,0.0,0,0,0.0,0.0,0.37820208072662354,0.47975417971611023
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,8,19,0.8485710024833679,0.9652342796325684,0.9200889110565186,0.346336032537853,0.6433166742324828,0.21052631578947367,0.758711164488512,0.9822232484817505,0.8421052631578947,0,0,0.0,0.0,0.46360744833946227,0.28362687826156613
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,9,6,0.8341197371482849,0.887680172920227,0.8851598799228668,0.4732914517323176,0.6358960568904877,0.3333333333333333,0.42634117603302,0.5659289211034775,0.16666666666666666,0,0,0.0,0.0,0.3521007150411606,0.12383158132433891
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,10,13,0.8793774843215942,0.9786688089370728,0.9495863437652589,0.3850819631056352,0.5707338452339172,0.23076923076923078,0.6032945865934546,0.8013419270515442,0.6153846153846154,0,0,0.0,0.0,0.3157466530799866,0.23676767647266392
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,0,8,0.9534823894500732,1.0,0.9916462957859039,0.11800838448107243,0.16322775930166245,0.0,0.45492836087942123,0.589010465145111,0.25,0,0,0.0,0.0,0.5698580503463745,0.1578377917408943
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,1,8,0.989245593547821,1.0,1.0,0.7861006036400795,1.0,1.0,0.2644828297197819,0.34167644679546355,0.0,0,0,0.0,0.0,0.2226053550839424,0.10918944925069808
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,2,10,0.9725109934806824,1.0,1.0,0.3541103694587946,0.7347911596298217,0.4,0.35288449563086033,0.54820157289505,0.2,0,0,0.0,0.0,0.18544872105121613,0.21761359572410582
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,3,4,0.9347238540649414,0.9617648720741272,0.9534429430961608,0.16063073463737965,0.23700469285249712,0.0,0.4823721647262573,0.5891478896141052,0.5,0,0,0.0,0.0,0.6065927445888519,0.1945892259478569
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,4,15,0.979799211025238,1.0,1.0,0.1553195735009817,0.404929494857788,0.13333333333333333,0.15693042183724734,0.3684181749820709,0.0,0,0,0.0,0.0,0.23710452914237976,0.47319642305374143
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,5,9,0.9855501651763916,1.0,1.0,0.23983772761291927,0.31248934268951417,0.0,0.3956486980120341,0.5703492879867553,0.2222222222222222,0,0,0.0,0.0,0.0971874475479126,0.14223869144916534
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,6,12,0.9959651827812195,1.0,1.0,0.292285692691803,0.3684518665075302,0.0,0.13001440986990928,0.2128437340259552,0.0,0,0,0.0,0.0,0.210615873336792,0.7157958388328552
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,7,4,0.9301685094833374,0.9652342796325684,0.9548038482666016,0.35504912212491035,0.5633410215377809,0.25,0.621942475438118,0.8439961552619935,0.75,0,0,0.0,0.0,0.12412551045417787,0.26017039120197294
bracket_black,0,1,bracket_black/test/good/001.png,1,0.9,0,146,0.8165881037712097,1.0,0.9721625745296478,0.44563670986789766,0.698467493057251,0.3698630136986301,0.4969509081062624,0.7836177051067352,0.4452054794520548,0,0,0.0,0.0,0.6474148631095886,0.45364828407764435
bracket_black,0,1,bracket_black/test/good/001.png,1,0.9,1,12,0.6594883799552917,0.6891476511955261,0.6867795646190643,0.11436140760779381,0.19104585498571397,0.0,0.018583947885781528,0.0775150876492262,0.0,0,0,0.0,0.0,0.827280467748642,0.651044261455536
bracket_black,0,1,bracket_black/test/good/001.png,1,0.9,2,152,0.8422943949699402,1.0,1.0,0.5401929607156848,0.7729330599308014,0.5592105263157895,0.6415132042325911,1.0,0.743421052631579,0,0,0.0,0.0,0.6159907281398773,0.6522803246974945
bracket_black,0,1,bracket_black/test/good/001.png,1,0.95,0,72,0.9125758409500122,1.0,0.9924495577812195,0.4494941774113425,0.6898373007774352,0.3611111111111111,0.4863005619624565,0.7941588759422302,0.3611111111111111,0,0,0.0,0.0,0.6335701406002043,0.4428786844015121
bracket_black,0,1,bracket_black/test/good/001.png,1,0.95,1,38,0.925563395023346,1.0,1.0,0.5991558339446783,0.8195860505104066,0.7105263157894737,0.8155912887305021,1.0,0.9210526315789473,0,0,0.0,0.0,0.6728947818279268,0.3548128813505173
bracket_black,0,1,bracket_black/test/good/001.png,1,0.95,2,47,0.9409756064414978,1.0,1.0,0.5148756511700459,0.7312628626823425,0.5106382978723404,0.6032229348635062,0.9204082250595093,0.7659574468085106,0,0,0.0,0.0,0.4185161888599395,0.7314618825912476
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,0,15,0.974618673324585,1.0,1.0,0.4625285497078529,0.587474238872528,0.26666666666666666,0.5474094450473785,0.8150843262672424,0.5333333333333333,0,0,0.0,0.0,0.7836661696434021,0.4101198673248291
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,1,14,0.9665073752403259,1.0,1.0,0.31669744849205017,0.5180908471345902,0.14285714285714285,0.4721094121535619,0.6335257709026337,0.2857142857142857,0,0,0.0,0.0,0.11040220707654953,0.45071242451667787
